episode,score,mean_score_100,epsilon,loss
187,6,11.34,0.15788949060921523,0.21939161106353938
188,9,11.31,0.1569824166080744,0.21799493319179752
189,14,11.35,0.15568724545403112,0.21850752221918343
190,17,11.45,0.1543774419898628,0.21799556597477138
191,11,11.51,0.1534067286233131,0.21626254499401196
192,25,11.62,0.1516375841108477,0.2175912965863648
193,20,11.77,0.14984644651585177,0.21717474170693077
194,15,11.73,0.1483681839069728,0.21475042000708014
195,14,11.78,0.14731986876507,0.21407931139416034
196,23,11.88,0.14559376004940225,0.21399760936008821
197,19,11.94,0.14401500565925757,0.21349384506592656
198,7,11.94,0.1434643649682828,0.2135488489402993
199,16,12.01,0.14206486352245343,0.21623206415241308
200,18,12.11,0.14058471942514814,0.21635144650198446
201,26,12.26,0.1386766504516688,0.21618477376823378
202,11,12.23,0.1377251383899391,0.21457003377894363
203,9,12.21,0.1370501612631381,0.21606769077111
204,19,12.36,0.13577545375759223,0.21946318591437716
205,9,12.35,0.13531904272047732,0.21996051910342557
206,11,12.32,0.13462346874493866,0.22062812874665355
207,9,12.3,0.13413164600604072,0.22348348954969113
208,7,12.3,0.13368171520265715,0.22378690124000652
209,12,12.31,0.1329621234329657,0.22166214658334704
210,13,12.38,0.1320732383767555,0.2235816303677488
211,20,12.54,0.13081393922327922,0.22481448170129614
212,21,12.63,0.12932800367628472,0.22345159730256195
213,23,12.75,0.12791054228029589,0.2231127850268737
214,13,12.79,0.12713102003138294,0.22326633308341007
215,17,12.95,0.12602263103609349,0.22346201365684518
216,18,13.01,0.12492046339761424,0.22285063597973032
217,14,12.94,0.12415212509386796,0.2233823341972167
218,17,12.99,0.12335840120167589,0.22518405572760222
219,24,13.12,0.12170765510573849,0.2255032813858868
220,18,13.16,0.12073593334399148,0.22724236758186087
221,23,13.32,0.11945473058747061,0.22499232322420223
222,15,13.31,0.1186080174974715,0.2264633384155165
223,15,13.27,0.11787611747986784,0.22672340307052774
224,6,13.19,0.11763661450299026,0.2280369666912178
225,11,13.16,0.11696524076598544,0.22783708221989102
226,15,13.26,0.11604843271211465,0.22830634132617772
227,2,13.16,0.11590926340681208,0.22878761283389412
228,14,13.13,0.11518311586078205,0.22989073805142157
229,18,13.11,0.11414654631760798,0.23185630832420717
230,17,13.16,0.1132051121576899,0.23210231587290764
231,8,13.13,0.11279127088833656,0.23186060753051596
232,15,13.11,0.1120841259441066,0.23243219364840206
233,15,13.17,0.11141893027899091,0.2327793769833475
234,17,13.25,0.11056361859720854,0.23485699115265715
235,14,13.18,0.10977015511335979,0.23783432784499509
236,13,13.2,0.10909494257697593,0.23669160839797246
237,20,13.24,0.10799698668399668,0.23751660159761362
238,8,13.14,0.10762817438789962,0.2386935391269698
239,16,13.16,0.10676059740590449,0.2388107519559931
240,13,13.17,0.10622865712483068,0.2382886872654504
241,8,13.2,0.10588013729251845,0.23785775055242056
242,9,13.24,0.10552447323612339,0.24038917257791698
243,10,13.23,0.10505537982271733,0.24252344671599935
244,12,13.16,0.10457617196371272,0.24413590505719185
245,10,13.11,0.10409545911666296,0.24384725053269085
246,22,13.24,0.10310896446413598,0.24419133531132547
247,13,13.26,0.10262006524470921,0.2442711780935821
248,16,13.3,0.10184298312410597,0.24420755131557437
249,14,13.35,0.10109348067710353,0.24478198045698724
250,13,13.38,0.10044329865142082,0.2484448279558432
251,7,13.33,0.10021035102265087,0.24644953370241834
252,9,13.3,0.0999460931296136,0.2479495539302283
253,16,13.43,0.09909127550525713,0.24851332180718383
254,18,13.55,0.09829647412608145,0.24997909680599034
255,11,13.48,0.09783977689428953,0.2516907310795666
256,12,13.43,0.09746704124640404,0.25245094907903437
257,18,13.4,0.09652768506701112,0.2533406971188465
258,10,13.47,0.09610413285947014,0.25373730081880447
259,27,13.61,0.09499358463401816,0.25349756887201036
260,15,13.59,0.0943662769041231,0.25765112920267746
261,30,13.82,0.09327376056881537,0.2577767538109628
262,18,13.89,0.09248303769537305,0.25645037460150105
263,19,13.98,0.0916721731862326,0.25731539940184883
264,19,14.02,0.09083141179048207,0.25971102810437136
265,2,13.92,0.09069342511822062,0.26127323102537947
266,30,14.09,0.08944968764684562,0.2621053149647052
267,25,14.18,0.08822783174218088,0.2623737944972397
268,11,14.23,0.0878570014895062,0.2628459963615578
269,12,14.16,0.08749831075170184,0.26391146951677774
270,21,14.32,0.08687683015628223,0.26501726432897077
271,24,14.45,0.08593718666536415,0.2659263689771737
272,13,14.43,0.08543469168129102,0.26655240334791713
273,9,14.41,0.0851115902931367,0.26952648568566484
274,13,14.42,0.08455403155560323,0.2742526334996271
275,17,14.49,0.08400444740603609,0.2757842450743855
276,11,14.52,0.08363429608756161,0.27733289325001215
277,20,14.65,0.08289411333604894,0.2792980843546367
278,12,14.71,0.08255540047183951,0.28173070098503983
279,13,14.73,0.08214700156527809,0.2852295153211839
280,22,14.78,0.08127381386537626,0.28844270095376684
281,11,14.82,0.08086465153688563,0.28862443433539703
282,9,14.78,0.0806156173345545,0.29085283202700096
283,4,14.72,0.0805126583250398,0.2909711829506525
284,20,14.74,0.07968630348196831,0.29112561002816306
285,20,14.88,0.07900089254452607,0.2921036658900799
286,13,14.88,0.07860104748914666,0.29186002821615425
287,17,14.99,0.07794548018515057,0.2916457114538344
288,17,15.07,0.07736030833223848,0.29065392586854427
289,21,15.14,0.07663643871785505,0.2957626104649931
290,21,15.18,0.07572074792081743,0.2992253750562668
291,21,15.28,0.07494884006252626,0.3023266919178538
292,15,15.18,0.07446196519291517,0.30416800155498014
293,25,15.23,0.07377467178587117,0.3045200295377486
294,24,15.32,0.07304828686303703,0.30494004620773957
295,14,15.32,0.07257825186830114,0.30770556613950445
296,22,15.31,0.07203167000053627,0.30708839028778645
297,10,15.22,0.07177992737037962,0.30840555320281793
298,22,15.37,0.0712416445555435,0.30773490991922886
299,14,15.35,0.07098862515464457,0.30772505125196853
300,13,15.3,0.07066840656385359,0.30959070643576064
301,10,15.14,0.07037034311692716,0.3119057388884006
302,11,15.14,0.07021945852762376,0.3126477832251256
303,27,15.32,0.06935073067090508,0.3142749785196663
304,13,15.26,0.06896974075107691,0.3155141809199116
305,20,15.37,0.06850673099250887,0.31490209049517565
306,14,15.4,0.06820450935023156,0.31356612246225374
307,17,15.48,0.06781084858849279,0.3126436842255073
308,20,15.61,0.06712494938289705,0.3112226534302872
309,25,15.74,0.06646050382994843,0.31002918874273205
310,23,15.84,0.06589942416966564,0.31248951194309954
311,16,15.8,0.06552458782083523,0.3105401078073105
312,17,15.76,0.06517087730017382,0.3122550226969294
313,12,15.65,0.06492761197027808,0.31337477355310234
314,23,15.75,0.06431630072967073,0.31386250862390686
315,21,15.79,0.06389070522862658,0.31830470529523225
316,9,15.7,0.06365651696783856,0.3217476067861708
317,14,15.7,0.06337366985651624,0.3219956212704725
318,17,15.7,0.06303021621829435,0.3214578981151675
319,18,15.64,0.0626425495988735,0.3210764071433851
320,25,15.71,0.062091784185863766,0.3214437130949285
321,16,15.64,0.06165213266170498,0.32114078458583
322,14,15.63,0.0614029681068924,0.32330478373730537
323,13,15.61,0.06116764250379565,0.32522175822517657
324,22,15.77,0.06050812501576293,0.32690104738910597
325,20,15.86,0.05997693135661475,0.32665499587460317
326,16,15.87,0.05963262218438667,0.3290891291776506
327,19,16.04,0.0591814167410413,0.32917755340585614
328,24,16.14,0.05862510955790948,0.3307176707404675
329,9,16.05,0.05845553241914432,0.3320390368157094
330,26,16.14,0.05787353456260448,0.3310336649122805
331,24,16.3,0.057382495932363886,0.3339697596165213
332,16,16.31,0.05702719237109187,0.3342606665769426
333,18,16.34,0.05672481085221884,0.3349584189086857
334,28,16.45,0.05604984527134049,0.33521230917165773
335,13,16.44,0.05584673796400809,0.33391412871308845
336,13,16.44,0.05561092852059654,0.332921093790838
337,18,16.42,0.05526540911179585,0.33556370717464107
338,7,16.41,0.05514746765351379,0.33549816567118806
339,18,16.43,0.05485520817999534,0.33406377812423327
340,16,16.46,0.054513569711095444,0.33489625495259123
341,25,16.63,0.0539861324284982,0.33400439419368705
342,20,16.74,0.053579057087349724,0.3365233601024835
343,20,16.84,0.05326489283600268,0.3361524985273286
344,8,16.8,0.05306755438770136,0.33415187290399384
345,12,16.82,0.05285988364476958,0.3336009973346597
346,18,16.78,0.052503655881297254,0.3364350370841451
347,16,16.81,0.052167369579953826,0.33605291244417135
348,12,16.77,0.05197014733705348,0.3366908656783623
349,18,16.81,0.051736028195943876,0.33810923226399
350,12,16.8,0.051577744094974995,0.33736652003066375
351,19,16.92,0.05124166347098022,0.3334892203312109
352,18,17.01,0.05097568592262258,0.3353152486062286
353,5,16.9,0.050906068977729334,0.3332656410956147
354,17,16.89,0.050655208161950474,0.3366754448944979
355,15,16.93,0.05048706732820735,0.33560647542523864
356,14,16.95,0.05028500094585226,0.3385322759352108
357,16,16.93,0.050010657592697,0.3368557843536434
358,18,17.01,0.04969867914729424,0.33891029095295633
359,20,16.94,0.04933122275433263,0.33867697653794054
360,15,16.94,0.04910332915729665,0.3392219468213544
361,16,16.8,0.04885411368905346,0.33805781706134874
362,9,16.71,0.048703026542972525,0.3396921643231175
363,12,16.64,0.04850850807481596,0.3407734052674605
364,20,16.65,0.048179720038559956,0.340314775410265
365,20,16.83,0.04791048910237389,0.34064033066872323
366,13,16.66,0.04772550011993216,0.3415367851162901
367,10,16.51,0.047577564774196814,0.34353430569171906
368,20,16.6,0.04721593294016102,0.34400184791867094
369,13,16.61,0.04699367479383672,0.34356329789256107
370,5,16.45,0.046910123972658924,0.3430834188319669
371,7,16.28,0.046853672007625725,0.343336555037168
372,12,16.27,0.04667168648998417,0.34482186044206714
373,9,16.27,0.04654795105564628,0.34575578231032533
374,23,16.37,0.046248335346742886,0.3427273594211824
375,23,16.43,0.04595858988665293,0.34001191639074
376,27,16.59,0.04552102370909047,0.340462129452441
377,18,16.57,0.045308810384750875,0.33958955227148413
378,14,16.59,0.045136037456472294,0.33841539181695124
379,21,16.67,0.0448809530166377,0.3392164735215725
380,15,16.6,0.044676529560470093,0.33608766032917664
381,10,16.59,0.04455713815030342,0.33407408943270694
382,25,16.75,0.04415526990122286,0.33282257395215553
383,20,16.91,0.04385401558878828,0.3311662750669045
384,13,16.84,0.04366394476109873,0.3317411450466307
385,20,16.84,0.043458961412175826,0.33220005359980137
386,10,16.81,0.04332912480619401,0.3320258389605154
387,25,16.89,0.04295194245907656,0.3334650260092008
388,27,16.99,0.0426362492777045,0.3343413432340811
389,30,17.08,0.04224801011690106,0.3370244469087903
390,15,17.02,0.042079566137909016,0.3337311250443506
391,27,17.08,0.04173019073365822,0.3295266920387155
392,14,17.07,0.0415494990785472,0.32610693264125595
393,11,16.93,0.0414227313664662,0.3248620579148283
394,13,16.82,0.041241409857967634,0.32572316680804336
395,18,16.86,0.04105109487131031,0.3262968461702366
396,20,16.84,0.04082392511645493,0.3247156063518902
397,11,16.85,0.04069832070596151,0.3264986509733861
398,9,16.72,0.04060744816106171,0.3253839334638992
399,24,16.82,0.04037181996614361,0.329684783178981
400,13,16.82,0.04027122862627225,0.3302162472564395
401,13,16.85,0.040119763117228036,0.32785759054788266
402,20,16.94,0.039885733630936546,0.3257256623837027
403,9,16.76,0.03977962903887623,0.32686666436124556
404,13,16.76,0.03962006116598294,0.32715888645979435
405,7,16.63,0.03954760107350476,0.32417048100787815
406,6,16.55,0.039470540344399375,0.32328097876345757
407,9,16.47,0.03937149337310396,0.32589099224251095
408,20,16.47,0.03915574310413618,0.32594887277867535
409,18,16.4,0.03895092175299757,0.32702252976965196
410,16,16.33,0.03878488527356805,0.3286042074755867
411,9,16.26,0.038702413349651625,0.32690701095184477
412,18,16.27,0.038558029854902726,0.3262806552471501
413,34,16.49,0.03817600961739448,0.32654914436954086
414,19,16.45,0.03795920095565389,0.3256901090983117
415,19,16.43,0.03778406037683091,0.3263894683948838
416,21,16.55,0.03755963095339433,0.3227138482403047
417,17,16.58,0.03741361848534945,0.323684495716992
418,20,16.61,0.037219674074376326,0.32347202138735515
419,9,16.52,0.03715350578487886,0.32440128214288466
420,14,16.41,0.03703981341751068,0.323674481103916
421,19,16.44,0.03687701389670085,0.32328128313074017
422,9,16.39,0.03681804759927764,0.32342851309493037
423,11,16.37,0.03671744143399613,0.32514785953087383
424,19,16.34,0.036532077287530815,0.3224867635434217
425,15,16.29,0.03642989549921403,0.3220448426090845
426,19,16.32,0.03618690483225776,0.32191354685490675
427,10,16.23,0.036125511315453954,0.3210209920854852
428,24,16.23,0.035902917320372235,0.324022504657802
429,17,16.31,0.0357557057839627,0.32152193194568746
430,35,16.4,0.03539976996029167,0.32400447130203247
431,10,16.26,0.0353030563772085,0.32490889477257684
432,20,16.3,0.035120517126651096,0.3224992037999748
433,22,16.34,0.034936420684715086,0.3225130763384375
434,9,16.15,0.034857467066990236,0.3223120968530674
435,21,16.23,0.03471919716901047,0.32138925082612746
436,20,16.3,0.03453635236520714,0.3228670970933272
437,38,16.5,0.03421862282114985,0.32443261721936784
438,10,16.53,0.03412791421226144,0.3230166625563461
439,17,16.52,0.0339838427193606,0.32395852718612933
440,25,16.61,0.0337901224538049,0.3243053002227651
441,15,16.51,0.033695298129009406,0.3255850314208777
442,15,16.46,0.033580739444803664,0.3290544684865687
443,16,16.42,0.03343082679141765,0.32764042382783226
444,22,16.56,0.033259344798573405,0.32618882883303235
445,28,16.72,0.03303127935508092,0.3297015401986566
446,10,16.64,0.03298445109085275,0.328326023746245
447,18,16.66,0.03286554196151639,0.3254014173946758
448,18,16.72,0.032727978115866405,0.3250865087945863
449,20,16.74,0.032601962699959394,0.3238922778037515
450,27,16.89,0.03243795359369614,0.32362482527104935
451,13,16.83,0.03235613340361208,0.3226486739545765
452,23,16.88,0.03220203293244878,0.3233376270768666
453,20,17.03,0.032059498077653854,0.32393460005226704
454,12,16.98,0.032005352255774694,0.3267298306864087
455,15,16.98,0.03189778884686484,0.3231942976760392
456,18,17.02,0.031777048224619645,0.3237122511214549
457,14,17.0,0.031708353620132065,0.3209072364733951
458,17,16.99,0.03159881075417228,0.32147025693171094
459,16,16.95,0.031520206398740924,0.31953795918143624
460,21,17.01,0.03138563612218599,0.32013556715285424
461,22,17.07,0.03125657690563569,0.3198915404258388
462,21,17.19,0.03112842417454389,0.3202799753387376
463,18,17.25,0.0310127376567449,0.32266189821875924
464,16,17.21,0.03092389478111944,0.3229590613063019
465,14,17.15,0.030844440709420946,0.32379667962541675
466,9,17.11,0.030807632220898242,0.3237470897412536
467,7,17.08,0.030774180438066148,0.3227489845882548
468,15,17.03,0.030717764212938217,0.3203561148135969
469,23,17.13,0.030605286165447616,0.320811198046892
470,24,17.32,0.030447916407250315,0.3228366945934768
471,18,17.43,0.03037555513491027,0.32419412752779403
472,27,17.58,0.030255381289426658,0.3220788554684951
473,11,17.6,0.030199131520994224,0.32041145949670585
474,16,17.53,0.030125455216787046,0.32067202297177644
475,12,17.42,0.030057841425965556,0.31858067612836855
476,25,17.4,0.02992545403041653,0.3182782740286081
477,24,17.46,0.029800197824679932,0.3154406304111575
478,29,17.61,0.029642713685609647,0.31473116620932473
479,18,17.58,0.029566358027704506,0.315500017439965
480,24,17.67,0.029429118100671996,0.3151125615776175
481,21,17.78,0.029335763584481294,0.3171167307265914
482,22,17.75,0.029224403915792466,0.3179715430677527
483,18,17.73,0.029133989558947103,0.3209794740570654
484,17,17.77,0.029050794751167293,0.32114531247332545
485,7,17.64,0.029025487971888777,0.32157895455856134
486,17,17.71,0.02895625858967725,0.3230589936570366
487,5,17.51,0.028927197998301152,0.32463915675583455
488,18,17.42,0.028842349055985594,0.3244178889706583
489,21,17.33,0.02874999012383765,0.3252026829684135
490,17,17.35,0.028674195394905767,0.323913115233478
491,20,17.28,0.02858273452271938,0.32438020496675285
492,8,17.22,0.02854505344997157,0.3263983012426018
493,20,17.31,0.028458336910961904,0.3287692313442136
494,14,17.32,0.028392618517980937,0.3287779855551106
495,12,17.26,0.02833074236507489,0.32849017420027515
496,24,17.3,0.028213692441812002,0.32669653116476416
497,26,17.45,0.028090597392462856,0.3285563489293108
498,24,17.6,0.027987697708735028,0.32811567792207885
499,19,17.55,0.02789439150809099,0.3275350773393518
500,21,17.63,0.027806077302468514,0.32488142721133656
501,17,17.67,0.027728405535542105,0.32827515236221916
502,27,17.74,0.027648446625002293,0.329488472773297
503,14,17.79,0.027586365110812576,0.33211190083829484
504,12,17.78,0.027544000198659636,0.3307814434318259
505,21,17.92,0.027464829357077808,0.32917963292929203
506,23,18.09,0.027380582548916385,0.33022933504959145
507,20,18.2,0.027311895713437062,0.3297753241097573
508,22,18.22,0.02722323253086311,0.32837656774733326
509,9,18.13,0.027189722470865006,0.32959857125683584
510,18,18.15,0.027118539455057284,0.330484997665528
511,23,18.29,0.027024489697560092,0.33289189843258055
512,23,18.34,0.026945559758014645,0.3333647054905939
513,9,18.09,0.026904356379065308,0.33417202060175416
514,12,18.02,0.026869577270512944,0.3327887915443666
515,23,18.06,0.02679612482908854,0.3340789047208163
516,26,18.11,0.026672219556502133,0.3327944800995364
517,22,18.16,0.02659625835037545,0.3328326967093024
518,12,18.08,0.026549918269724262,0.32872555146713067
519,13,18.12,0.02650975988596963,0.33029556761283685
520,14,18.12,0.02645433870212404,0.32856619254787367
521,11,18.04,0.026421826454199594,0.328428513195255
522,19,18.14,0.02636428932158369,0.3293426947133376
523,25,18.28,0.02626797020933764,0.32845944712067593
524,11,18.2,0.026241075801853368,0.32759181771538043
